"Avg Population"
"4,480"
"3,306"
"2,031"
"1,781"
"1,759"
"90"
"100"
"93"
"100"
"100"
"98"
"99"
"99"
"101"
"90"
"87"
"84"
"221"
"99"
"97"
"99"
"100"
"3,054"
"292"
"279"
"279"
"279"
"273"
"257"
"279"
"279"
"279"
"280"
"279"
"4,862"
"969"
"865"
"993"
"128"
"948"
"959"
"13"
"5"
"5"
"3"
"5"
"17"
"21,309"
""
