"Avg Population"
"4,349"
"3,158"
"2,231"
"1,646"
"1,626"
"89"
"93"
"89"
"90"
"90"
"85"
"78"
"98"
"93"
"87"
"69"
"80"
"219"
"97"
"94"
"83"
"92"
"3,003"
"292"
"249"
"278"
"279"
"272"
"249"
"279"
"279"
"279"
"279"
"266"
"4,842"
"969"
"864"
"994"
"128"
"914"
"974"
"11"
"4"
"5"
"2"
"5"
"31"
"20,901"
""
