"Avg Population"
"4,324"
"3,152"
"2,108"
"1,598"
"1,710"
"87"
"96"
"90"
"94"
"96"
"99"
"94"
"97"
"99"
"88"
"80"
"82"
"221"
"95"
"98"
"96"
"98"
"3,039"
"292"
"277"
"278"
"279"
"272"
"247"
"279"
"280"
"278"
"280"
"278"
"4,764"
"967"
"838"
"990"
"128"
"917"
"924"
"15"
"4"
"6"
"6"
"5"
"35"
"20,750"
""
