"Avg Population"
"4,368"
"3,141"
"2,198"
"1,680"
"1,618"
"87"
"85"
"93"
"93"
"90"
"77"
"80"
"92"
"99"
"89"
"69"
"82"
"220"
"97"
"89"
"82"
"94"
"3,016"
"293"
"248"
"279"
"279"
"272"
"248"
"280"
"280"
"279"
"280"
"280"
"4,814"
"968"
"856"
"992"
"128"
"913"
"958"
"10"
"4"
"5"
"1"
"5"
"18"
"20,868"
""
