"Avg Population"
"4,341"
"3,167"
"2,082"
"1,702"
"1,693"
"88"
"98"
"83"
"91"
"93"
"93"
"92"
"96"
"97"
"87"
"88"
"82"
"224"
"94"
"98"
"92"
"96"
"3,047"
"293"
"279"
"279"
"279"
"272"
"249"
"279"
"280"
"279"
"279"
"278"
"4,747"
"969"
"824"
"992"
"128"
"917"
"918"
"13"
"3"
"6"
"4"
"6"
"30"
"20,828"
""
