"Avg Population"
"4,483"
"3,193"
"1,937"
"1,703"
"1,753"
"89"
"99"
"93"
"99"
"99"
"98"
"97"
"100"
"100"
"90"
"88"
"86"
"219"
"99"
"101"
"96"
"100"
"3,040"
"292"
"278"
"278"
"279"
"273"
"248"
"278"
"279"
"278"
"278"
"279"
"4,849"
"967"
"869"
"993"
"128"
"942"
"950"
"12"
"3"
"5"
"4"
"5"
"17"
"20,992"
""
