"Avg Population"
"4,468"
"3,248"
"1,995"
"1,693"
"1,738"
"88"
"99"
"94"
"99"
"98"
"97"
"97"
"99"
"101"
"88"
"82"
"84"
"217"
"99"
"98"
"99"
"99"
"3,047"
"293"
"279"
"279"
"279"
"273"
"249"
"278"
"280"
"279"
"279"
"279"
"4,868"
"970"
"871"
"994"
"128"
"947"
"959"
"12"
"4"
"5"
"4"
"5"
"37"
"21,110"
""
