"Avg Population"
"4,583"
"3,082"
"2,170"
"1,696"
"1,670"
"89"
"98"
"93"
"88"
"93"
"93"
"90"
"98"
"99"
"87"
"82"
"71"
"210"
"92"
"98"
"90"
"98"
"2,757"
"249"
"249"
"249"
"249"
"256"
"249"
"249"
"254"
"249"
"252"
"250"
"4,852"
"967"
"872"
"993"
"127"
"907"
"986"
"13"
"4"
"4"
"4"
"5"
"24"
"20,851"
""
