"Avg Population"
"4,356"
"3,113"
"2,158"
"1,590"
"1,697"
"89"
"93"
"93"
"100"
"99"
"98"
"98"
"94"
"101"
"88"
"72"
"78"
"224"
"97"
"94"
"78"
"100"
"3,018"
"293"
"250"
"278"
"279"
"272"
"249"
"279"
"280"
"279"
"280"
"279"
"4,793"
"970"
"844"
"993"
"127"
"920"
"939"
"16"
"4"
"5"
"7"
"5"
"6"
"20,751"
""
