"Avg Population"
"4,578"
"3,108"
"2,186"
"1,710"
"1,655"
"88"
"95"
"92"
"91"
"97"
"97"
"80"
"95"
"97"
"84"
"85"
"78"
"208"
"96"
"90"
"85"
"96"
"2,738"
"249"
"249"
"249"
"250"
"248"
"249"
"246"
"250"
"249"
"250"
"249"
"4,839"
"959"
"872"
"993"
"127"
"902"
"986"
"14"
"6"
"5"
"3"
"5"
"35"
"20,867"
"3-Jan-00"
