"Avg Population"
"4,525"
"3,310"
"2,078"
"1,795"
"1,755"
"90"
"100"
"94"
"99"
"99"
"100"
"101"
"98"
"100"
"90"
"87"
"85"
"217"
"98"
"98"
"100"
"100"
"3,075"
"293"
"279"
"279"
"279"
"273"
"274"
"280"
"280"
"279"
"279"
"280"
"4,869"
"970"
"861"
"993"
"128"
"947"
"970"
"13"
"5"
"5"
"3"
"5"
"25"
"21,449"
""
