"Avg Population"
"4,848"
"3,128"
"2,180"
"2,116"
"1,709"
"90"
"99"
"94"
"95"
"98"
"98"
"96"
"100"
"101"
"89"
"70"
"86"
"213"
"99"
"92"
"91"
"99"
"2,738"
"247"
"249"
"249"
"249"
"248"
"248"
"249"
"250"
"250"
"249"
"249"
"4,491"
"957"
"796"
"993"
"753"
"992"
"13"
"5"
"5"
"3"
"5"
"26"
"21,255"
""
