"Avg Population"
"4,525"
"3,361"
"2,260"
"1,807"
"1,754"
"89"
"99"
"94"
"101"
"100"
"99"
"97"
"99"
"100"
"88"
"84"
"89"
"217"
"100"
"99"
"99"
"99"
"3,072"
"293"
"279"
"279"
"280"
"273"
"273"
"279"
"280"
"279"
"279"
"279"
"4,853"
"970"
"865"
"994"
"128"
"942"
"956"
"12"
"5"
"5"
"2"
"5"
"17"
"21,666"
""
