"Avg Population"
"4,527"
"3,298"
"2,224"
"1,851"
"1,748"
"89"
"98"
"93"
"99"
"95"
"98"
"99"
"99"
"101"
"87"
"86"
"87"
"220"
"100"
"99"
"99"
"99"
"3,072"
"293"
"279"
"278"
"280"
"272"
"273"
"280"
"280"
"280"
"278"
"279"
"4,861"
"971"
"855"
"994"
"128"
"945"
"968"
"14"
"6"
"6"
"3"
"5"
"33"
"21,633"
""
