"Avg Population"
"4,462"
"3,259"
"2,023"
"1,711"
"1,756"
"89"
"100"
"94"
"99"
"99"
"98"
"99"
"99"
"100"
"89"
"85"
"86"
"222"
"99"
"99"
"99"
"99"
"3,044"
"292"
"279"
"278"
"278"
"273"
"249"
"279"
"280"
"279"
"279"
"279"
"4,864"
"967"
"865"
"994"
"128"
"948"
"963"
"12"
"4"
"5"
"3"
"5"
"23"
"21,159"
""
