"Avg Population"
"4,442"
"3,234"
"1,953"
"1,817"
"1,744"
"89"
"97"
"93"
"97"
"100"
"99"
"95"
"98"
"101"
"90"
"86"
"82"
"222"
"97"
"99"
"98"
"100"
"3,043"
"292"
"279"
"278"
"279"
"273"
"249"
"279"
"279"
"278"
"279"
"276"
"4,799"
"966"
"856"
"993"
"127"
"931"
"926"
"12"
"3"
"5"
"4"
"5"
"15"
"21,062"
""
